time,count
2015/01/10 15:00:00,2
2015/01/10 17:00:00,5
2015/01/10 22:00:00,1
2015/01/10 23:00:00,1
2015/01/11 06:00:00,2
2015/01/11 09:00:00,1
2015/01/11 12:00:00,2
2015/01/11 14:00:00,2
2015/01/11 16:00:00,1
2015/01/11 19:00:00,2
2015/01/11 22:00:00,1
2015/01/12 00:00:00,1
2015/01/12 01:00:00,8
2015/01/12 04:00:00,1
2015/01/12 06:00:00,1
2015/01/12 08:00:00,3
2015/01/12 10:00:00,1
2015/01/12 11:00:00,1
2015/01/12 14:00:00,1
2015/01/12 16:00:00,1
2015/01/12 17:00:00,3
2015/01/12 23:00:00,1
2015/01/13 13:00:00,1
2015/01/13 15:00:00,1
2015/01/13 22:00:00,1
2015/01/14 04:00:00,1
2015/01/14 08:00:00,1
2015/01/14 15:00:00,3
2015/01/14 22:00:00,1
2015/01/15 00:00:00,2
2015/01/15 01:00:00,4
2015/01/15 03:00:00,2
2015/01/15 11:00:00,1
2015/01/15 12:00:00,6
2015/01/15 15:00:00,1
2015/01/15 19:00:00,1
2015/01/16 04:00:00,2
2015/01/16 14:00:00,2
2015/01/16 15:00:00,1
2015/01/16 17:00:00,1
2015/01/16 18:00:00,1
2015/01/16 19:00:00,1
2015/01/16 20:00:00,1
2015/01/17 10:00:00,1
2015/01/17 22:00:00,2
2015/01/17 23:00:00,2
2015/01/18 02:00:00,5
2015/01/18 03:00:00,9
2015/01/18 06:00:00,2
2015/01/18 07:00:00,1
2015/01/18 10:00:00,1
2015/01/18 12:00:00,10
2015/01/18 14:00:00,1
2015/01/18 15:00:00,3
2015/01/18 16:00:00,2
2015/01/18 18:00:00,2
2015/01/18 19:00:00,2
2015/01/18 22:00:00,1
2015/01/19 01:00:00,3
2015/01/19 03:00:00,9
2015/01/19 04:00:00,1
2015/01/19 14:00:00,9
2015/01/19 20:00:00,3
2015/01/19 21:00:00,1
2015/01/19 22:00:00,2
2015/01/20 00:00:00,3
2015/01/20 04:00:00,1
2015/01/20 09:00:00,1
2015/01/20 10:00:00,1
2015/01/20 12:00:00,6
2015/01/20 13:00:00,5
2015/01/20 20:00:00,1
2015/01/21 04:00:00,1
2015/01/21 08:00:00,2
2015/01/21 11:00:00,1
2015/01/21 17:00:00,1
2015/01/21 20:00:00,1
2015/01/22 10:00:00,1
2015/01/22 16:00:00,20
2015/01/23 01:00:00,1
2015/01/23 03:00:00,4
2015/01/23 05:00:00,1
2015/01/23 08:00:00,1
2015/01/23 13:00:00,6
2015/01/23 17:00:00,1
2015/01/23 18:00:00,3
2015/01/24 00:00:00,19
2015/01/24 03:00:00,1
2015/01/24 08:00:00,1
2015/01/24 10:00:00,2
2015/01/24 11:00:00,1
2015/01/24 14:00:00,1
2015/01/24 20:00:00,1
2015/01/24 22:00:00,1
2015/01/25 08:00:00,12
2015/01/25 15:00:00,1
2015/01/25 21:00:00,8
2015/01/25 23:00:00,1
2015/01/26 06:00:00,1
2015/01/26 10:00:00,1
2015/01/26 11:00:00,6
2015/01/26 15:00:00,2
2015/01/27 00:00:00,2
2015/01/27 23:00:00,1
2015/01/28 02:00:00,3
2015/01/28 03:00:00,2
2015/01/28 04:00:00,2
2015/01/28 05:00:00,4
2015/01/28 07:00:00,2
2015/01/28 10:00:00,12
2015/01/28 11:00:00,2
2015/01/28 13:00:00,1
2015/01/28 21:00:00,1
2015/01/28 22:00:00,1
2015/01/29 02:00:00,1
2015/01/29 04:00:00,1
2015/01/29 10:00:00,1
2015/01/29 15:00:00,1
2015/01/29 22:00:00,1
2015/01/29 23:00:00,1
2015/01/30 00:00:00,1
2015/01/30 01:00:00,2
2015/01/30 09:00:00,3
2015/01/30 10:00:00,1
2015/01/30 14:00:00,1
2015/01/30 18:00:00,22
2015/01/30 20:00:00,5
2015/01/30 21:00:00,1
2015/01/30 23:00:00,5
2015/01/31 02:00:00,2
2015/01/31 07:00:00,10
2015/01/31 13:00:00,3
2015/01/31 14:00:00,4
2015/01/31 15:00:00,3
2015/01/31 16:00:00,2
2015/01/31 17:00:00,1
2015/01/31 18:00:00,1
2015/01/31 23:00:00,9
2015/02/01 01:00:00,1
2015/02/01 06:00:00,5
2015/02/01 08:00:00,6
2015/02/01 09:00:00,1
2015/02/01 11:00:00,1
2015/02/01 19:00:00,1
2015/02/01 22:00:00,1
2015/02/01 23:00:00,1
2015/02/02 06:00:00,1
2015/02/02 09:00:00,3
2015/02/02 13:00:00,2
2015/02/02 17:00:00,1
2015/02/02 18:00:00,1
2015/02/02 19:00:00,1
2015/02/03 04:00:00,1
2015/02/03 06:00:00,1
2015/02/03 09:00:00,1
2015/02/03 17:00:00,2
2015/02/03 18:00:00,7
2015/02/03 22:00:00,1
2015/02/04 10:00:00,1
2015/02/04 11:00:00,3
2015/02/04 14:00:00,2
2015/02/04 18:00:00,1
2015/02/05 16:00:00,1
2015/02/05 17:00:00,6
2015/02/05 19:00:00,2
2015/02/06 00:00:00,3
2015/02/06 05:00:00,1
2015/02/06 09:00:00,1
2015/02/06 10:00:00,3
2015/02/06 12:00:00,1
2015/02/06 15:00:00,6
2015/02/06 19:00:00,1
2015/02/06 22:00:00,1
2015/02/06 23:00:00,7
2015/02/07 01:00:00,1
2015/02/07 10:00:00,2
2015/02/07 11:00:00,2
2015/02/07 12:00:00,2
2015/02/07 13:00:00,1
2015/02/07 14:00:00,1
2015/02/07 19:00:00,11
2015/02/08 02:00:00,1
2015/02/08 05:00:00,1
2015/02/08 06:00:00,1
2015/02/08 15:00:00,1
2015/02/08 16:00:00,2
2015/02/08 17:00:00,1
2015/02/08 18:00:00,3
2015/02/08 19:00:00,4
2015/02/08 23:00:00,1
2015/02/09 00:00:00,1
2015/02/09 05:00:00,1
2015/02/09 07:00:00,2
2015/02/09 11:00:00,4
2015/02/09 15:00:00,1
2015/02/09 20:00:00,5
2015/02/09 21:00:00,1
2015/02/09 23:00:00,1
2015/02/10 02:00:00,2
2015/02/10 03:00:00,2
2015/02/10 07:00:00,2
2015/02/10 11:00:00,1
2015/02/10 23:00:00,3
2015/02/11 01:00:00,7
2015/02/11 05:00:00,1
2015/02/11 07:00:00,1
2015/02/11 14:00:00,2
2015/02/11 17:00:00,1
2015/02/11 22:00:00,2
2015/02/12 08:00:00,6
2015/02/12 10:00:00,1
2015/02/12 13:00:00,1
2015/02/12 18:00:00,3
2015/02/12 20:00:00,1
2015/02/13 09:00:00,1
2015/02/13 13:00:00,2
2015/02/13 16:00:00,1
2015/02/13 18:00:00,1
2015/02/13 19:00:00,4
2015/02/14 00:00:00,1
2015/02/14 02:00:00,1
2015/02/14 07:00:00,1
2015/02/14 11:00:00,1
2015/02/14 13:00:00,4
2015/02/14 14:00:00,2
2015/02/14 17:00:00,1
2015/02/14 19:00:00,26
2015/02/15 00:00:00,3
2015/02/15 03:00:00,1
2015/02/15 07:00:00,3
2015/02/15 09:00:00,2
2015/02/15 11:00:00,2
2015/02/15 13:00:00,4
2015/02/15 16:00:00,1
2015/02/15 20:00:00,1
2015/02/15 22:00:00,1
2015/02/16 07:00:00,1
2015/02/16 10:00:00,20
2015/02/16 17:00:00,1
2015/02/17 00:00:00,2
2015/02/17 02:00:00,1
2015/02/17 04:00:00,1
2015/02/17 05:00:00,1
2015/02/17 10:00:00,1
2015/02/17 11:00:00,1
2015/02/17 12:00:00,2
2015/02/17 20:00:00,1
2015/02/17 21:00:00,1
2015/02/17 22:00:00,3
2015/02/18 02:00:00,2
2015/02/18 03:00:00,1
2015/02/18 04:00:00,1
2015/02/18 08:00:00,1
2015/02/18 09:00:00,2
2015/02/18 11:00:00,1
2015/02/18 20:00:00,1
2015/02/19 04:00:00,1
2015/02/19 09:00:00,2
2015/02/19 10:00:00,1
2015/02/19 11:00:00,3
2015/02/19 15:00:00,1
2015/02/19 18:00:00,1
2015/02/19 20:00:00,1
2015/02/19 22:00:00,2
2015/02/20 01:00:00,1
2015/02/20 05:00:00,1
2015/02/20 06:00:00,1
2015/02/20 12:00:00,4
2015/02/20 16:00:00,5
2015/02/20 23:00:00,1
2015/02/21 17:00:00,1
2015/02/21 18:00:00,4
2015/02/21 20:00:00,1
2015/02/21 21:00:00,1
2015/02/22 00:00:00,1
2015/02/22 04:00:00,5
2015/02/22 10:00:00,1
2015/02/22 12:00:00,2
2015/02/22 14:00:00,1
2015/02/22 21:00:00,12
2015/02/23 03:00:00,1
2015/02/23 08:00:00,1
2015/02/23 13:00:00,7
2015/02/23 16:00:00,1
2015/02/23 17:00:00,1
2015/02/23 21:00:00,1
2015/02/24 02:00:00,1
2015/02/24 03:00:00,5
2015/02/24 14:00:00,1
2015/02/24 21:00:00,2
2015/02/24 23:00:00,20
2015/02/25 01:00:00,3
2015/02/25 06:00:00,1
2015/02/25 08:00:00,1
2015/02/25 21:00:00,1
2015/02/26 01:00:00,1
2015/02/26 07:00:00,5
2015/02/26 14:00:00,8
2015/02/26 17:00:00,27
2015/02/26 20:00:00,1
2015/02/27 01:00:00,4
2015/02/27 02:00:00,3
2015/02/27 04:00:00,1
2015/02/27 05:00:00,1
2015/02/27 06:00:00,2
2015/02/27 10:00:00,1
2015/02/27 15:00:00,1
2015/02/27 16:00:00,1
2015/02/27 17:00:00,1
2015/02/27 19:00:00,2
2015/02/27 20:00:00,6
2015/02/28 00:00:00,2
2015/02/28 13:00:00,1
2015/02/28 15:00:00,1
2015/02/28 21:00:00,3
2015/03/01 01:00:00,1
2015/03/01 02:00:00,14
2015/03/01 04:00:00,2
2015/03/01 06:00:00,1
2015/03/01 11:00:00,1
2015/03/01 14:00:00,1
2015/03/01 18:00:00,13
2015/03/01 19:00:00,5
2015/03/01 23:00:00,1
2015/03/02 05:00:00,3
2015/03/02 08:00:00,15
2015/03/02 10:00:00,1
2015/03/02 19:00:00,1
2015/03/02 20:00:00,1
2015/03/02 21:00:00,1
2015/03/03 09:00:00,1
2015/03/03 12:00:00,41
2015/03/03 19:00:00,3
2015/03/04 00:00:00,2
2015/03/04 11:00:00,2
2015/03/04 13:00:00,1
2015/03/04 15:00:00,2
2015/03/05 06:00:00,4
2015/03/05 12:00:00,1
2015/03/05 16:00:00,2
2015/03/05 17:00:00,1
2015/03/05 20:00:00,3
2015/03/05 21:00:00,2
2015/03/06 02:00:00,5
2015/03/06 03:00:00,2
2015/03/06 04:00:00,12
2015/03/06 05:00:00,1
2015/03/06 09:00:00,4
2015/03/06 10:00:00,1
2015/03/06 11:00:00,1
2015/03/06 12:00:00,4
2015/03/07 00:00:00,2
2015/03/07 01:00:00,1
2015/03/07 04:00:00,10
2015/03/07 05:00:00,6
2015/03/07 08:00:00,3
2015/03/07 12:00:00,1
2015/03/07 17:00:00,1
2015/03/07 20:00:00,2
2015/03/08 04:00:00,1
2015/03/08 08:00:00,1
2015/03/08 11:00:00,1
2015/03/08 14:00:00,1
2015/03/08 18:00:00,1
2015/03/09 00:00:00,3
2015/03/09 03:00:00,2
2015/03/09 06:00:00,1
2015/03/09 12:00:00,3
2015/03/09 13:00:00,1
2015/03/09 17:00:00,1
2015/03/09 19:00:00,1
2015/03/09 20:00:00,1
2015/03/09 23:00:00,3
2015/03/10 00:00:00,3
2015/03/10 05:00:00,1
2015/03/10 13:00:00,2
2015/03/10 14:00:00,4
2015/03/10 16:00:00,1
2015/03/10 19:00:00,5
2015/03/10 20:00:00,5
2015/03/10 22:00:00,1
2015/03/10 23:00:00,1
2015/03/11 00:00:00,1
2015/03/11 01:00:00,1
2015/03/11 02:00:00,1
2015/03/11 07:00:00,2
2015/03/11 08:00:00,1
2015/03/11 09:00:00,1
2015/03/11 12:00:00,1
2015/03/11 20:00:00,3
2015/03/11 23:00:00,2
2015/03/12 06:00:00,1
2015/03/12 10:00:00,3
2015/03/12 11:00:00,2
2015/03/12 18:00:00,2
2015/03/12 20:00:00,1
2015/03/13 06:00:00,1
2015/03/13 12:00:00,1
2015/03/13 19:00:00,1
2015/03/13 20:00:00,2
2015/03/13 23:00:00,1
2015/03/14 13:00:00,2
2015/03/14 15:00:00,1
2015/03/14 19:00:00,6
2015/03/14 23:00:00,1
2015/03/15 05:00:00,54
2015/03/15 07:00:00,2
2015/03/15 08:00:00,1
2015/03/15 10:00:00,3
2015/03/15 11:00:00,5
2015/03/15 12:00:00,1
2015/03/15 16:00:00,2
2015/03/15 17:00:00,2
2015/03/15 22:00:00,1
2015/03/16 00:00:00,1
2015/03/16 03:00:00,2
2015/03/16 08:00:00,4
2015/03/16 15:00:00,1
2015/03/16 19:00:00,1
2015/03/16 22:00:00,1
2015/03/16 23:00:00,1
2015/03/17 01:00:00,34
2015/03/17 09:00:00,1
2015/03/17 17:00:00,2
2015/03/17 18:00:00,2
2015/03/17 20:00:00,1
2015/03/17 22:00:00,1
2015/03/17 23:00:00,1
2015/03/18 02:00:00,1
2015/03/18 03:00:00,2
2015/03/18 04:00:00,1
2015/03/18 06:00:00,1
2015/03/18 10:00:00,1
2015/03/18 13:00:00,1
2015/03/18 20:00:00,1
2015/03/18 22:00:00,1
2015/03/19 01:00:00,2
2015/03/19 07:00:00,2
2015/03/19 08:00:00,2
2015/03/19 10:00:00,1
2015/03/19 14:00:00,2
2015/03/20 00:00:00,1
2015/03/20 01:00:00,1
2015/03/20 09:00:00,26
2015/03/20 10:00:00,1
2015/03/20 11:00:00,8
2015/03/20 19:00:00,1
2015/03/21 09:00:00,17
2015/03/21 11:00:00,5
2015/03/21 14:00:00,1
2015/03/21 17:00:00,3
2015/03/21 18:00:00,4
2015/03/21 19:00:00,1
2015/03/22 02:00:00,4
2015/03/22 04:00:00,1
2015/03/22 11:00:00,1
2015/03/22 12:00:00,2
2015/03/22 17:00:00,12
2015/03/22 21:00:00,1
2015/03/23 02:00:00,3
2015/03/23 03:00:00,3
2015/03/23 06:00:00,1
2015/03/23 09:00:00,3
2015/03/23 11:00:00,1
2015/03/23 15:00:00,1
2015/03/23 17:00:00,1
2015/03/23 19:00:00,2
2015/03/23 20:00:00,3
2015/03/23 23:00:00,1
2015/03/24 04:00:00,1
2015/03/24 06:00:00,2
2015/03/24 12:00:00,4
2015/03/24 13:00:00,2
2015/03/24 18:00:00,13
2015/03/25 00:00:00,1
2015/03/25 21:00:00,1
2015/03/25 23:00:00,2
2015/03/26 02:00:00,5
2015/03/26 04:00:00,1
2015/03/26 05:00:00,2
2015/03/26 09:00:00,1
2015/03/26 12:00:00,1
2015/03/26 15:00:00,1
2015/03/26 20:00:00,4
2015/03/27 00:00:00,2
2015/03/27 01:00:00,1
2015/03/27 04:00:00,2
2015/03/27 06:00:00,3
2015/03/27 07:00:00,1
2015/03/27 14:00:00,2
2015/03/27 16:00:00,1
2015/03/27 17:00:00,14
2015/03/27 18:00:00,1
2015/03/27 19:00:00,8
2015/03/27 20:00:00,3
2015/03/28 00:00:00,4
2015/03/28 12:00:00,5
2015/03/28 18:00:00,1
2015/03/28 22:00:00,15
2015/03/29 03:00:00,4
2015/03/29 06:00:00,1
2015/03/29 08:00:00,1
2015/03/29 09:00:00,7
2015/03/29 19:00:00,2
2015/03/29 20:00:00,2
2015/03/29 23:00:00,2
2015/03/30 01:00:00,1
2015/03/30 08:00:00,1
2015/03/31 00:00:00,1
2015/03/31 02:00:00,1
2015/03/31 04:00:00,1
2015/03/31 07:00:00,2
2015/03/31 15:00:00,3
2015/03/31 21:00:00,7
2015/04/01 00:00:00,2
2015/04/01 03:00:00,1
2015/04/01 04:00:00,1
2015/04/01 05:00:00,1
2015/04/01 09:00:00,1
2015/04/01 10:00:00,1
2015/04/01 13:00:00,7
2015/04/01 15:00:00,1
2015/04/01 19:00:00,1
2015/04/01 20:00:00,2
2015/04/01 22:00:00,1
2015/04/02 01:00:00,1
2015/04/02 05:00:00,2
2015/04/02 08:00:00,1
2015/04/02 11:00:00,5
2015/04/02 16:00:00,1
2015/04/02 18:00:00,3
2015/04/02 21:00:00,9
2015/04/02 22:00:00,1
2015/04/03 05:00:00,2
2015/04/03 06:00:00,3
2015/04/03 10:00:00,1
2015/04/03 14:00:00,6
2015/04/03 18:00:00,1
2015/04/03 21:00:00,1
2015/04/03 22:00:00,1
2015/04/03 23:00:00,1
2015/04/04 12:00:00,1
2015/04/04 15:00:00,4
2015/04/05 01:00:00,1
2015/04/05 02:00:00,2
2015/04/05 06:00:00,2
2015/04/05 07:00:00,1
2015/04/05 09:00:00,1
2015/04/05 13:00:00,1
2015/04/05 16:00:00,8
2015/04/05 20:00:00,1
2015/04/05 23:00:00,5
2015/04/06 00:00:00,2
2015/04/06 02:00:00,4
2015/04/06 05:00:00,2
2015/04/06 08:00:00,5
2015/04/06 09:00:00,3
2015/04/06 12:00:00,1
2015/04/06 15:00:00,1
2015/04/06 16:00:00,1
2015/04/06 19:00:00,1
2015/04/06 21:00:00,5
2015/04/06 23:00:00,14
2015/04/07 03:00:00,4
2015/04/07 04:00:00,3
2015/04/07 12:00:00,1
2015/04/07 14:00:00,2
2015/04/07 16:00:00,1
2015/04/07 18:00:00,14
2015/04/07 19:00:00,1
2015/04/08 02:00:00,1
2015/04/08 03:00:00,1
2015/04/08 06:00:00,2
2015/04/08 07:00:00,1
2015/04/08 18:00:00,1
2015/04/08 20:00:00,2
2015/04/08 21:00:00,3
2015/04/09 03:00:00,1
2015/04/09 04:00:00,1
2015/04/09 06:00:00,1
2015/04/09 10:00:00,1
2015/04/09 16:00:00,2
2015/04/10 00:00:00,4
2015/04/10 12:00:00,2
2015/04/10 13:00:00,2
2015/04/10 17:00:00,1
2015/04/10 22:00:00,1
2015/04/10 23:00:00,1
2015/04/11 08:00:00,12
2015/04/11 10:00:00,1
2015/04/11 14:00:00,3
2015/04/12 12:00:00,1
2015/04/12 23:00:00,1
2015/04/13 03:00:00,13
2015/04/13 04:00:00,6
2015/04/13 05:00:00,1
2015/04/13 07:00:00,2
2015/04/14 01:00:00,3
2015/04/14 02:00:00,2
2015/04/14 05:00:00,1
2015/04/14 10:00:00,1
2015/04/14 12:00:00,1
2015/04/14 13:00:00,1
2015/04/14 17:00:00,6
2015/04/14 19:00:00,1
2015/04/15 00:00:00,1
2015/04/15 02:00:00,1
2015/04/15 03:00:00,1
2015/04/15 06:00:00,1
2015/04/15 10:00:00,1
2015/04/15 17:00:00,2
2015/04/15 20:00:00,1
2015/04/16 09:00:00,1
2015/04/16 11:00:00,2
2015/04/16 12:00:00,1
2015/04/16 14:00:00,1
2015/04/16 15:00:00,1
2015/04/16 17:00:00,2
2015/04/16 19:00:00,2
2015/04/16 22:00:00,2
2015/04/17 06:00:00,5
2015/04/17 09:00:00,1
2015/04/17 11:00:00,3
2015/04/17 12:00:00,1
2015/04/17 14:00:00,2
2015/04/17 15:00:00,2
2015/04/17 16:00:00,3
2015/04/17 17:00:00,1
2015/04/18 00:00:00,1
2015/04/18 05:00:00,1
2015/04/18 10:00:00,1
2015/04/18 11:00:00,2
2015/04/18 12:00:00,1
2015/04/18 17:00:00,1
2015/04/18 23:00:00,2
2015/04/19 00:00:00,1
2015/04/19 04:00:00,9
2015/04/19 09:00:00,1
2015/04/19 12:00:00,2
2015/04/19 13:00:00,2
2015/04/19 14:00:00,1
2015/04/19 15:00:00,6
2015/04/19 16:00:00,2
2015/04/19 19:00:00,1
2015/04/20 01:00:00,1
2015/04/20 07:00:00,1
2015/04/20 10:00:00,1
2015/04/20 11:00:00,2
2015/04/20 18:00:00,1
2015/04/20 23:00:00,1
2015/04/21 22:00:00,2
2015/04/22 00:00:00,1
2015/04/22 05:00:00,1
2015/04/22 10:00:00,1
2015/04/22 15:00:00,1
2015/04/22 17:00:00,3
2015/04/22 18:00:00,2
2015/04/22 21:00:00,3
2015/04/22 22:00:00,1
2015/04/23 05:00:00,1
2015/04/23 17:00:00,1
2015/04/23 18:00:00,1
2015/04/24 02:00:00,1
2015/04/24 16:00:00,2
2015/04/24 17:00:00,1
2015/04/24 20:00:00,4
2015/04/25 08:00:00,1
2015/04/25 13:00:00,1
2015/04/25 17:00:00,1
2015/04/26 04:00:00,1
2015/04/26 06:00:00,4
2015/04/26 07:00:00,1
2015/04/26 16:00:00,4
2015/04/26 21:00:00,1
2015/04/26 23:00:00,1
2015/04/27 01:00:00,1
2015/04/27 07:00:00,3
2015/04/27 09:00:00,1
2015/04/27 14:00:00,1
2015/04/27 15:00:00,4
2015/04/27 18:00:00,1
2015/04/27 22:00:00,1
2015/04/28 01:00:00,1
2015/04/28 02:00:00,1
2015/04/28 04:00:00,1
2015/04/28 08:00:00,1
2015/04/28 09:00:00,2
2015/04/28 12:00:00,1
2015/04/28 19:00:00,4
2015/04/28 22:00:00,1
2015/04/29 02:00:00,2
2015/04/29 05:00:00,1
2015/04/29 06:00:00,1
2015/04/29 18:00:00,2
2015/04/29 19:00:00,3
2015/04/29 20:00:00,1
2015/04/29 21:00:00,1
2015/04/30 01:00:00,1
2015/04/30 02:00:00,1
2015/04/30 03:00:00,1
2015/04/30 09:00:00,1
2015/04/30 13:00:00,2
2015/04/30 16:00:00,3
2015/04/30 18:00:00,9
2015/04/30 20:00:00,6
2015/05/01 02:00:00,1
2015/05/01 04:00:00,1
2015/05/01 05:00:00,1
2015/05/01 08:00:00,1
2015/05/01 10:00:00,2
2015/05/01 11:00:00,2
2015/05/01 15:00:00,2
2015/05/02 00:00:00,4
2015/05/02 03:00:00,1
2015/05/02 05:00:00,3
2015/05/02 06:00:00,1
2015/05/02 10:00:00,5
2015/05/02 15:00:00,2
2015/05/03 02:00:00,1
2015/05/03 05:00:00,1
2015/05/03 12:00:00,2
2015/05/03 17:00:00,4
2015/05/03 19:00:00,4
2015/05/03 23:00:00,1
2015/05/04 02:00:00,1
2015/05/04 05:00:00,1
2015/05/04 06:00:00,7
2015/05/04 08:00:00,3
2015/05/04 09:00:00,1
2015/05/04 11:00:00,11
2015/05/04 13:00:00,1
2015/05/04 16:00:00,1
2015/05/05 02:00:00,1
2015/05/05 03:00:00,2
2015/05/05 11:00:00,1
2015/05/05 16:00:00,4
2015/05/05 22:00:00,1
2015/05/06 14:00:00,4
2015/05/06 15:00:00,2
2015/05/06 16:00:00,1
2015/05/06 18:00:00,1
2015/05/06 19:00:00,1
2015/05/06 23:00:00,2
2015/05/07 00:00:00,1
2015/05/07 01:00:00,2
2015/05/07 02:00:00,3
2015/05/07 03:00:00,2
2015/05/07 05:00:00,3
2015/05/07 12:00:00,5
2015/05/07 16:00:00,1
2015/05/08 02:00:00,3
2015/05/08 09:00:00,1
2015/05/08 15:00:00,1
2015/05/08 17:00:00,1
2015/05/08 19:00:00,2
2015/05/09 00:00:00,1
2015/05/09 04:00:00,1
2015/05/09 05:00:00,9
2015/05/09 07:00:00,1
2015/05/09 10:00:00,1
2015/05/09 14:00:00,1
2015/05/09 20:00:00,2
2015/05/10 00:00:00,1
2015/05/10 08:00:00,1
2015/05/10 10:00:00,3
2015/05/10 22:00:00,1
2015/05/11 00:00:00,1
2015/05/11 02:00:00,1
2015/05/11 04:00:00,1
2015/05/11 07:00:00,1
2015/05/11 09:00:00,1
2015/05/11 12:00:00,48
2015/05/11 16:00:00,2
2015/05/11 21:00:00,4
2015/05/11 22:00:00,1
2015/05/12 03:00:00,1
2015/05/12 05:00:00,1
2015/05/12 08:00:00,2
2015/05/12 09:00:00,1
2015/05/12 15:00:00,1
2015/05/12 16:00:00,1
2015/05/12 18:00:00,1
2015/05/13 08:00:00,1
2015/05/13 12:00:00,1
2015/05/13 21:00:00,1
2015/05/14 00:00:00,3
2015/05/14 03:00:00,1
2015/05/14 05:00:00,1
2015/05/14 06:00:00,2
2015/05/14 15:00:00,10
2015/05/14 16:00:00,2
2015/05/15 01:00:00,1
2015/05/15 05:00:00,2
2015/05/15 15:00:00,1
2015/05/15 17:00:00,1
2015/05/15 18:00:00,1
2015/05/15 19:00:00,1
2015/05/16 02:00:00,2
2015/05/16 05:00:00,1
2015/05/16 12:00:00,1
2015/05/16 13:00:00,1
2015/05/16 20:00:00,1
2015/05/16 21:00:00,8
2015/05/17 08:00:00,2
2015/05/17 14:00:00,1
2015/05/17 21:00:00,9
2015/05/17 22:00:00,1
2015/05/18 02:00:00,1
2015/05/18 03:00:00,2
2015/05/18 07:00:00,1
2015/05/18 08:00:00,1
2015/05/18 10:00:00,1
2015/05/18 16:00:00,2
2015/05/19 01:00:00,1
2015/05/19 03:00:00,1
2015/05/19 04:00:00,2
2015/05/19 05:00:00,2
2015/05/19 06:00:00,1
2015/05/19 08:00:00,1
2015/05/19 10:00:00,1
2015/05/19 11:00:00,8
2015/05/19 13:00:00,4
2015/05/19 19:00:00,3
2015/05/20 01:00:00,1
2015/05/20 20:00:00,2
2015/05/20 22:00:00,1
2015/05/21 02:00:00,4
2015/05/21 09:00:00,1
2015/05/21 15:00:00,1
2015/05/21 16:00:00,5
2015/05/22 01:00:00,1
2015/05/22 09:00:00,1
2015/05/22 10:00:00,2
2015/05/22 11:00:00,2
2015/05/22 15:00:00,2
2015/05/22 17:00:00,1
2015/05/22 22:00:00,1
2015/05/23 07:00:00,1
2015/05/23 18:00:00,7
2015/05/23 20:00:00,3
2015/05/23 21:00:00,5
2015/05/23 22:00:00,5
2015/05/23 23:00:00,4
2015/05/24 03:00:00,1
2015/05/24 06:00:00,1
2015/05/24 08:00:00,2
2015/05/24 11:00:00,2
2015/05/24 18:00:00,1
2015/05/24 19:00:00,1
2015/05/24 22:00:00,3
2015/05/25 00:00:00,1
2015/05/25 02:00:00,1
2015/05/25 04:00:00,1
2015/05/25 13:00:00,1
2015/05/25 18:00:00,1
2015/05/25 20:00:00,2
2015/05/25 23:00:00,2
2015/05/26 10:00:00,1
2015/05/26 16:00:00,1
2015/05/27 00:00:00,6
