longitude,latitude,dir,dirCat,speed
-0.875,46.875,243,240,2.41
-0.625,46.875,244,240,2.41
-0.375,46.875,245,240,2.43
-0.125,46.875,246,240,2.43
0.125,47.125,245,240,2.41
0.375,47.125,245,240,2.41
0.625,47.125,245,240,2.41
0.875,47.125,244,240,2.41
1.125,47.125,243,240,2.40
1.375,47.125,241,240,2.39
1.625,47.125,240,240,2.37
1.875,47.125,238,240,2.35
2.125,47.125,235,240,2.32
2.375,47.125,232,225,2.27
2.625,47.125,229,225,2.22
2.875,47.125,225,225,2.21
3.125,47.125,222,225,2.25
3.375,47.125,218,225,2.33
3.625,47.125,215,210,2.41
3.875,47.125,212,210,2.52
4.125,47.125,210,210,2.65
4.375,47.125,208,210,2.80
4.625,47.125,207,210,2.95
4.875,47.125,207,210,3.03
5.125,47.125,208,210,3.05
5.375,47.125,209,210,3.06
5.625,47.125,210,210,3.09
5.875,47.125,211,210,3.00
6.125,47.125,212,210,2.77
6.375,47.125,213,210,2.53
6.625,47.125,214,210,2.31
6.875,47.125,214,210,2.29
7.125,47.125,212,210,2.46
7.375,47.125,211,210,2.63
7.625,47.125,210,210,2.74
7.875,47.125,208,210,2.66
8.125,47.125,206,210,2.43
8.375,47.125,203,210,2.23
8.625,47.125,200,195,2.10
8.875,47.125,196,195,2.10
9.125,47.125,193,195,2.19
9.375,47.125,191,195,2.27
9.625,47.125,188,195,2.27
9.875,47.125,184,180,2.15
-9.875,47.125,273,270,3.07
-9.625,47.125,270,270,3.35
-9.375,47.125,267,270,3.60
-9.125,47.125,264,270,3.83
-8.875,47.125,262,255,4.06
-8.625,47.125,260,255,4.27
-8.375,47.125,258,255,4.44
-8.125,47.125,256,255,4.60
-7.875,47.125,254,255,4.76
-7.625,47.125,252,255,4.89
-7.375,47.125,250,255,4.97
-7.125,47.125,248,255,5.03
-6.875,47.125,246,240,5.11
-6.625,47.125,244,240,5.16
-6.375,47.125,243,240,5.19
-6.125,47.125,241,240,5.23
-5.875,47.125,239,240,5.26
-5.625,47.125,238,240,5.29
-5.375,47.125,237,240,5.32
-5.125,47.125,236,240,5.33
-4.875,47.125,235,240,5.33
-4.625,47.125,234,240,5.32
-4.375,47.125,234,240,5.30
-4.125,47.125,233,240,5.30
-3.875,47.125,232,225,5.28
-3.625,47.125,232,225,5.25
-3.375,47.125,231,225,5.19
-3.125,47.125,231,225,5.14
-2.875,47.125,231,225,5.06
-2.625,47.125,231,225,4.94
-2.375,47.125,232,225,4.41
-2.125,47.125,233,240,3.47
-1.875,47.125,234,240,2.88
-1.625,47.125,236,240,2.69
-1.375,47.125,238,240,2.53
-1.125,47.125,240,240,2.41
-0.875,47.125,241,240,2.35
-0.625,47.125,242,240,2.36
-0.375,47.125,243,240,2.38
-0.125,47.125,245,240,2.40
0.125,47.375,244,240,2.35
0.375,47.375,243,240,2.33
0.625,47.375,243,240,2.31
0.875,47.375,242,240,2.29
1.125,47.375,241,240,2.30
1.375,47.375,239,240,2.32
1.625,47.375,238,240,2.35
1.875,47.375,236,240,2.37
2.125,47.375,234,240,2.35
2.375,47.375,231,225,2.30
2.625,47.375,228,225,2.25
2.875,47.375,225,225,2.23
3.125,47.375,222,225,2.27
3.375,47.375,219,225,2.34
3.625,47.375,216,210,2.42
3.875,47.375,214,210,2.50
4.125,47.375,212,210,2.59
4.375,47.375,211,210,2.67
4.625,47.375,209,210,2.76
4.875,47.375,208,210,2.82
5.125,47.375,209,210,2.83
5.375,47.375,209,210,2.85
5.625,47.375,210,210,2.88
5.875,47.375,210,210,2.82
6.125,47.375,211,210,2.66
6.375,47.375,212,210,2.49
6.625,47.375,213,210,2.34
6.875,47.375,212,210,2.34
7.125,47.375,211,210,2.48
7.375,47.375,210,210,2.61
7.625,47.375,210,210,2.70
7.875,47.375,208,210,2.65
8.125,47.375,207,210,2.49
8.375,47.375,204,210,2.35
8.625,47.375,202,195,2.25
8.875,47.375,199,195,2.18
9.125,47.375,196,195,2.14
9.375,47.375,194,195,2.10
9.625,47.375,190,195,2.04
9.875,47.375,185,180,1.97
-9.875,47.375,288,285,2.47
-9.625,47.375,281,285,2.71
-9.375,47.375,276,270,2.93
-9.125,47.375,272,270,3.16
-8.875,47.375,268,270,3.39
-8.625,47.375,265,270,3.62
-8.375,47.375,262,255,3.81
-8.125,47.375,259,255,4.00
-7.875,47.375,256,255,4.20
-7.625,47.375,254,255,4.36
-7.375,47.375,251,255,4.48
-7.125,47.375,249,255,4.58
-6.875,47.375,246,240,4.69
-6.625,47.375,244,240,4.78
-6.375,47.375,242,240,4.85
-6.125,47.375,240,240,4.92
-5.875,47.375,238,240,4.99
-5.625,47.375,237,240,5.03
-5.375,47.375,236,240,5.02
-5.125,47.375,235,240,5.02
-4.875,47.375,234,240,5.01
-4.625,47.375,234,240,4.99
-4.375,47.375,233,240,4.96
-4.125,47.375,232,225,4.95
-3.875,47.375,232,225,4.94
-3.625,47.375,231,225,4.90
-3.375,47.375,230,225,4.83
-3.125,47.375,230,225,4.76
-2.875,47.375,229,225,4.67
-2.625,47.375,230,225,4.16
-2.375,47.375,231,225,3.28
-2.125,47.375,233,240,2.78
-1.875,47.375,234,240,2.66
-1.625,47.375,235,240,2.53
-1.375,47.375,237,240,2.42
-1.125,47.375,238,240,2.31
-0.875,47.375,240,240,2.27
-0.625,47.375,241,240,2.29
-0.375,47.375,242,240,2.31
-0.125,47.375,243,240,2.34
0.125,47.625,242,240,2.27
0.375,47.625,241,240,2.26
0.625,47.625,240,240,2.24
0.875,47.625,240,240,2.23
1.125,47.625,239,240,2.25
1.375,47.625,237,240,2.28
1.625,47.625,236,240,2.32
1.875,47.625,234,240,2.34
2.125,47.625,232,225,2.33
2.375,47.625,230,225,2.28
2.625,47.625,227,225,2.24
2.875,47.625,225,225,2.23
3.125,47.625,222,225,2.27
3.375,47.625,219,225,2.34
3.625,47.625,217,210,2.41
3.875,47.625,215,210,2.47
4.125,47.625,213,210,2.51
4.375,47.625,211,210,2.54
4.625,47.625,210,210,2.57
4.875,47.625,209,210,2.60
5.125,47.625,208,210,2.63
5.375,47.625,208,210,2.66
5.625,47.625,208,210,2.70
5.875,47.625,208,210,2.65
6.125,47.625,208,210,2.51
6.375,47.625,209,210,2.36
6.625,47.625,209,210,2.23
6.875,47.625,208,210,2.27
7.125,47.625,206,210,2.46
7.375,47.625,205,210,2.64
7.625,47.625,204,210,2.78
7.875,47.625,203,210,2.73
8.125,47.625,201,195,2.57
8.375,47.625,200,195,2.42
8.625,47.625,197,195,2.29
8.875,47.625,195,195,2.18
9.125,47.625,192,195,2.07
9.375,47.625,189,195,1.97
9.625,47.625,185,180,1.88
9.875,47.625,179,180,1.83
-9.875,47.625,311,315,2.06
-9.625,47.625,301,300,2.18
-9.375,47.625,293,300,2.32
-9.125,47.625,286,285,2.49
-8.875,47.625,280,285,2.69
-8.625,47.625,274,270,2.91
-8.375,47.625,269,270,3.10
